freq,psd_x,psd_y,psd_z,psd_xyz
144.6,4.299e+04,6.459e+03,3.980e+02,4.985e+04
146.1,4.846e+04,7.166e+03,5.046e+02,5.613e+04
147.6,5.194e+04,6.889e+03,4.429e+02,5.927e+04
149.1,5.166e+04,6.003e+03,4.015e+02,5.807e+04
150.6,5.010e+04,5.295e+03,4.852e+02,5.588e+04
152.1,4.532e+04,4.519e+03,5.600e+02,5.040e+04
153.6,3.743e+04,3.787e+03,6.851e+02,4.190e+04
155.1,3.131e+04,3.934e+03,1.463e+03,3.671e+04
156.6,3.617e+04,9.426e+03,5.111e+03,5.071e+04
158.1,4.494e+04,2.096e+04,4.881e+03,7.078e+04
159.6,2.361e+04,7.762e+03,1.263e+03,3.264e+04
161.1,1.279e+04,1.809e+03,4.435e+02,1.504e+04
162.6,1.075e+04,1.591e+03,4.561e+02,1.279e+04
164.2,8.843e+03,1.250e+03,4.927e+02,1.058e+04
165.7,6.527e+03,1.047e+03,6.940e+02,8.268e+03
167.2,5.489e+03,1.321e+03,8.724e+02,7.683e+03
168.7,5.627e+03,1.493e+03,8.463e+02,7.966e+03
170.2,6.275e+03,1.163e+03,1.088e+03,8.526e+03
171.7,7.762e+03,1.071e+03,1.708e+03,1.054e+04
173.2,8.294e+03,8.325e+02,2.084e+03,1.121e+04
174.7,7.674e+03,5.354e+02,1.929e+03,1.014e+04
176.2,6.968e+03,3.623e+02,1.735e+03,9.066e+03
177.7,6.428e+03,2.855e+02,1.522e+03,8.236e+03
179.2,6.159e+03,2.979e+02,1.331e+03,7.787e+03
180.7,5.957e+03,3.501e+02,1.238e+03,7.545e+03
182.2,5.834e+03,3.942e+02,1.216e+03,7.444e+03
183.7,5.728e+03,4.372e+02,1.209e+03,7.374e+03
185.2,5.833e+03,4.946e+02,1.211e+03,7.538e+03
186.7,6.050e+03,5.260e+02,1.240e+03,7.816e+03
188.2,6.399e+03,5.767e+02,1.292e+03,8.268e+03
189.8,6.511e+03,6.430e+02,1.274e+03,8.428e+03
191.3,6.462e+03,7.353e+02,1.209e+03,8.406e+03
192.8,6.411e+03,8.262e+02,1.091e+03,8.328e+03
194.3,6.191e+03,9.503e+02,9.914e+02,8.133e+03
195.8,5.839e+03,1.071e+03,9.280e+02,7.838e+03
197.3,5.072e+03,1.182e+03,9.236e+02,7.177e+03
198.8,4.680e+03,1.173e+03,1.106e+03,6.959e+03
